ordernumber,sales_channel,warehousecode,procureddate,orderdate,shipdate,deliverydate,currencycode,salesteamid,customerid,storeid,productid,order_quantity,discount_applied,unit_price,unit_cost,order_total,order_discount,grand_total
SO - 0007327,Distributor,WARE-UHY1004,2020-06-18,2020-10-03,2020-10-21,2020-10-30,USD,23,41,215,3,6,0.05,817.4,678.4419999999999,4904.4,245.22,4659.179999999999
SO - 0007328,Distributor,WARE-XYS1001,2020-06-18,2020-10-03,2020-10-15,2020-10-25,USD,22,11,26,9,2,0.1,3912.8,2425.936,7825.6,782.5600000000001,7043.04
SO - 0007329,Online,WARE-XYS1001,2020-06-18,2020-10-03,2020-10-15,2020-10-24,USD,16,14,30,13,7,0.2,3128.9,2628.276,21902.3,4380.46,17521.84
SO - 0007330,Wholesale,WARE-UHY1004,2020-06-18,2020-10-03,2020-10-28,2020-11-02,USD,28,40,218,41,5,0.1,3510.8,1930.9400000000005,17554.0,1755.4,15798.6
SO - 0007331,In-Store,WARE-UHY1004,2020-06-18,2020-10-03,2020-10-17,2020-10-23,USD,8,42,224,1,1,0.05,1031.8,546.854,1031.8,51.59,980.2099999999999
SO - 0007332,Wholesale,WARE-NMK1003,2020-06-18,2020-10-03,2020-10-18,2020-10-20,USD,27,41,119,16,1,0.05,5889.3,4711.4400000000005,5889.3,294.46500000000003,5594.835
SO - 0007333,Wholesale,WARE-UHY1004,2020-06-18,2020-10-03,2020-10-17,2020-10-19,USD,27,41,214,3,5,0.075,1038.5,768.49,5192.5,389.4375,4803.0625
SO - 0007334,Online,WARE-NMK1003,2020-06-18,2020-10-03,2020-10-11,2020-10-21,USD,13,21,201,46,6,0.15,214.4,135.072,1286.4,192.96,1093.44
SO - 0007335,In-Store,WARE-UHY1004,2020-06-18,2020-10-03,2020-10-13,2020-10-19,USD,10,29,223,24,2,0.2,1065.3,671.139,2130.6,426.12,1704.48
SO - 0007336,Online,WARE-XYS1001,2020-06-18,2020-10-04,2020-10-22,2020-10-31,USD,15,4,5,43,7,0.05,1125.6,619.0800000000002,7879.199999999999,393.96,7485.239999999999
SO - 0007337,Distributor,WARE-PUJ1005,2020-06-18,2020-10-04,2020-10-17,2020-10-22,USD,24,38,269,28,4,0.3,1882.7,1016.658,7530.8,2259.24,5271.56
SO - 0007338,In-Store,WARE-UHY1004,2020-06-18,2020-10-04,2020-10-24,2020-10-31,USD,7,36,254,4,2,0.05,1125.6,506.5200000000001,2251.2,112.56,2138.64
SO - 0007339,In-Store,WARE-UHY1004,2020-06-18,2020-10-04,2020-10-10,2020-10-16,USD,1,25,237,16,3,0.2,2519.2000000000003,1007.6800000000002,7557.6,1511.5200000000002,6046.08
SO - 0007340,Wholesale,WARE-PUJ1005,2020-06-18,2020-10-04,2020-11-01,2020-11-08,USD,27,2,269,46,4,0.2,931.3,428.398,3725.2,745.04,2980.16
SO - 0007341,Online,WARE-NMK1003,2020-06-18,2020-10-04,2020-10-17,2020-10-21,USD,20,50,115,38,1,0.075,2291.4,1214.442,2291.4,171.855,2119.545
SO - 0007342,Online,WARE-MKL1006,2020-06-18,2020-10-04,2020-10-12,2020-10-18,USD,13,43,364,18,7,0.3,3618.0,2026.08,25326.0,7597.799999999999,17728.2
SO - 0007343,In-Store,WARE-MKL1006,2020-06-18,2020-10-04,2020-10-25,2020-10-28,USD,3,39,329,46,7,0.075,1132.3,452.92,7926.099999999999,594.4575,7331.6425
SO - 0007344,Online,WARE-PUJ1005,2020-06-18,2020-10-04,2020-10-17,2020-10-20,USD,17,20,291,41,4,0.075,1038.5,508.865,4154.0,311.55,3842.45
SO - 0007345,In-Store,WARE-MKL1006,2020-06-18,2020-10-04,2020-10-30,2020-11-02,USD,6,27,350,6,5,0.05,951.4,447.158,4757.0,237.85000000000002,4519.15
SO - 0007346,Distributor,WARE-PUJ1005,2020-06-18,2020-10-05,2020-10-07,2020-10-11,USD,21,30,313,29,7,0.075,1118.9,883.9310000000002,7832.300000000001,587.4225,7244.877500000001
SO - 0007347,In-Store,WARE-NBV1002,2020-06-18,2020-10-05,2020-10-21,2020-10-26,USD,5,32,73,43,6,0.1,6023.3,3734.446,36139.8,3613.9800000000005,32525.820000000003
SO - 0007348,Wholesale,WARE-NMK1003,2020-06-18,2020-10-05,2020-10-21,2020-10-29,USD,26,43,177,24,8,0.15,1835.8,844.468,14686.4,2202.96,12483.439999999999
SO - 0007349,Wholesale,WARE-NMK1003,2020-06-18,2020-10-05,2020-10-10,2020-10-13,USD,27,18,129,6,3,0.05,1112.2,656.198,3336.6000000000004,166.83000000000004,3169.7700000000004
SO - 0007350,Distributor,WARE-NMK1003,2020-06-18,2020-10-05,2020-11-01,2020-11-04,USD,22,46,189,10,4,0.15,2351.7000000000003,1128.816,9406.800000000001,1411.0200000000002,7995.780000000001
SO - 0007351,In-Store,WARE-PUJ1005,2020-06-18,2020-10-05,2020-10-18,2020-10-24,USD,10,36,328,28,7,0.05,1005.0,633.15,7035.0,351.75,6683.25
SO - 0007352,Online,WARE-UHY1004,2020-06-18,2020-10-05,2020-10-26,2020-11-02,USD,17,39,216,7,7,0.3,2284.7000000000003,1347.9730000000002,15992.900000000001,4797.87,11195.030000000002
SO - 0007353,Online,WARE-UHY1004,2020-06-18,2020-10-05,2020-10-19,2020-10-20,USD,15,19,258,14,8,0.1,5092.0,4226.36,40736.0,4073.6000000000004,36662.4
SO - 0007354,Online,WARE-UHY1004,2020-06-18,2020-10-06,2020-10-17,2020-10-22,USD,13,37,255,33,7,0.05,3845.8,2845.8920000000003,26920.600000000002,1346.0300000000002,25574.570000000003
SO - 0007355,In-Store,WARE-MKL1006,2020-06-18,2020-10-06,2020-10-16,2020-10-24,USD,12,41,331,18,1,0.1,3671.6,2459.972,3671.6,367.16,3304.44
SO - 0007356,In-Store,WARE-NBV1002,2020-06-18,2020-10-06,2020-10-18,2020-10-25,USD,10,4,60,16,4,0.05,1085.4,846.6120000000001,4341.6,217.08000000000004,4124.52
SO - 0007357,Online,WARE-NMK1003,2020-06-18,2020-10-06,2020-10-13,2020-10-21,USD,20,47,154,15,2,0.15,1105.5,762.795,2211.0,331.65,1879.35
SO - 0007358,Wholesale,WARE-NMK1003,2020-06-18,2020-10-06,2020-10-24,2020-10-30,USD,26,47,173,7,2,0.05,3705.1,2964.08,7410.2,370.51,7039.69
SO - 0007359,In-Store,WARE-XYS1001,2020-06-18,2020-10-06,2020-10-23,2020-10-27,USD,8,42,20,37,2,0.075,2793.9,2039.547,5587.8,419.085,5168.715
SO - 0007360,Online,WARE-NMK1003,2020-06-18,2020-10-06,2020-10-20,2020-10-29,USD,15,18,197,6,2,0.075,2773.8,1414.638,5547.6,416.07,5131.530000000001
SO - 0007361,In-Store,WARE-XYS1001,2020-06-18,2020-10-06,2020-10-09,2020-10-14,USD,3,13,29,16,2,0.15,201.0,116.58,402.0,60.3,341.7
SO - 0007362,In-Store,WARE-NMK1003,2020-06-18,2020-10-06,2020-10-27,2020-10-29,USD,1,32,155,6,5,0.15,1031.8,433.356,5159.0,773.85,4385.15
SO - 0007363,Online,WARE-UHY1004,2020-06-18,2020-10-07,2020-10-12,2020-10-15,USD,14,49,242,45,4,0.075,1929.6,868.32,7718.4,578.88,7139.5199999999995
SO - 0007364,Online,WARE-UHY1004,2020-06-18,2020-10-07,2020-10-28,2020-10-30,USD,13,17,212,24,6,0.075,4006.6,2323.828,24039.6,1802.9699999999998,22236.629999999997
SO - 0007365,Online,WARE-UHY1004,2020-06-18,2020-10-07,2020-10-22,2020-10-28,USD,20,16,229,33,7,0.05,6043.400000000001,2659.0960000000005,42303.8,2115.19,40188.61
SO - 0007366,In-Store,WARE-XYS1001,2020-06-18,2020-10-07,2020-10-09,2020-10-14,USD,4,36,11,33,6,0.05,790.6,545.514,4743.6,237.18000000000004,4506.42
SO - 0007367,In-Store,WARE-NMK1003,2020-06-18,2020-10-07,2020-10-23,2020-10-30,USD,9,11,128,26,5,0.1,1031.8,722.2599999999999,5159.0,515.9,4643.1
SO - 0007368,Online,WARE-NBV1002,2020-06-18,2020-10-07,2020-10-14,2020-10-22,USD,15,22,80,7,8,0.075,5896.0,3183.84,47168.0,3537.6,43630.4
SO - 0007369,In-Store,WARE-PUJ1005,2020-06-18,2020-10-07,2020-10-30,2020-11-06,USD,5,46,302,37,4,0.05,5272.900000000001,2372.8050000000003,21091.600000000002,1054.5800000000002,20037.02
SO - 0007370,In-Store,WARE-NMK1003,2020-06-18,2020-10-08,2020-10-13,2020-10-21,USD,3,28,114,34,5,0.2,3859.2,2469.8880000000004,19296.0,3859.2000000000003,15436.8
SO - 0007371,Distributor,WARE-XYS1001,2020-06-18,2020-10-08,2020-10-23,2020-10-26,USD,20,49,51,32,2,0.075,1326.6,703.0980000000001,2653.2,198.98999999999998,2454.21
SO - 0007372,Distributor,WARE-NBV1002,2020-06-18,2020-10-08,2020-10-16,2020-10-24,USD,24,32,81,12,1,0.15,5266.2,3528.3540000000003,5266.2,789.93,4476.2699999999995
SO - 0007373,Distributor,WARE-MKL1006,2020-06-18,2020-10-08,2020-10-10,2020-10-11,USD,24,3,354,10,7,0.075,6009.900000000001,4928.118,42069.3,3155.1975,38914.1025
SO - 0007374,In-Store,WARE-UHY1004,2020-06-18,2020-10-08,2020-10-15,2020-10-21,USD,7,3,258,27,2,0.15,1882.7,1110.793,3765.4,564.81,3200.59
SO - 0007375,Distributor,WARE-PUJ1005,2020-06-18,2020-10-08,2020-10-12,2020-10-16,USD,23,5,281,9,6,0.05,261.3,214.266,1567.8000000000002,78.39000000000001,1489.41
SO - 0007376,In-Store,WARE-NBV1002,2020-06-18,2020-10-08,2020-10-29,2020-11-01,USD,5,39,65,42,4,0.05,3879.3,1862.064,15517.2,775.8600000000001,14741.34
SO - 0007377,Online,WARE-PUJ1005,2020-06-18,2020-10-08,2020-10-19,2020-10-24,USD,14,21,299,4,5,0.075,1092.1,436.8400000000001,5460.5,409.53749999999997,5050.9625
SO - 0007378,In-Store,WARE-NBV1002,2020-06-18,2020-10-08,2020-10-25,2020-11-02,USD,3,45,79,37,4,0.2,1775.5,1473.665,7102.0,1420.4,5681.6
SO - 0007379,Online,WARE-NMK1003,2020-06-18,2020-10-08,2020-10-21,2020-10-31,USD,14,2,98,7,6,0.3,1728.6,933.4440000000002,10371.599999999999,3111.4799999999996,7260.119999999999
SO - 0007380,Distributor,WARE-PUJ1005,2020-06-18,2020-10-09,2020-10-28,2020-11-02,USD,22,39,293,17,6,0.075,1112.2,600.5880000000001,6673.200000000001,500.49,6172.710000000001
SO - 0007381,Distributor,WARE-PUJ1005,2020-06-18,2020-10-09,2020-10-31,2020-11-01,USD,23,13,304,39,1,0.075,1989.9,1631.718,1989.9,149.2425,1840.6575
SO - 0007382,Distributor,WARE-PUJ1005,2020-06-18,2020-10-09,2020-10-17,2020-10-27,USD,24,6,299,14,8,0.4,3926.2,2316.458,31409.6,12563.84,18845.76
SO - 0007383,In-Store,WARE-PUJ1005,2020-06-18,2020-10-09,2020-11-04,2020-11-14,USD,11,17,296,31,2,0.075,3852.5,2234.45,7705.0,577.875,7127.125
SO - 0007384,In-Store,WARE-NMK1003,2020-06-18,2020-10-09,2020-10-23,2020-11-01,USD,1,17,149,45,8,0.4,837.5,619.75,6700.0,2680.0,4020.0
SO - 0007385,Online,WARE-UHY1004,2020-06-18,2020-10-09,2020-10-25,2020-10-27,USD,19,26,213,44,7,0.1,2271.3,1748.901,15899.100000000002,1589.9100000000003,14309.190000000002
SO - 0007386,Online,WARE-XYS1001,2020-06-18,2020-10-09,2020-10-21,2020-10-28,USD,14,39,26,31,6,0.1,207.7,137.08200000000002,1246.1999999999998,124.61999999999999,1121.58
SO - 0007387,Distributor,WARE-PUJ1005,2020-06-18,2020-10-09,2020-10-16,2020-10-22,USD,23,14,274,40,8,0.15,938.0,731.64,7504.0,1125.6,6378.4
SO - 0007388,Distributor,WARE-PUJ1005,2020-06-18,2020-10-10,2020-10-12,2020-10-13,USD,22,43,263,39,2,0.05,3142.3,1445.458,6284.6,314.23,5970.370000000001
SO - 0007389,In-Store,WARE-NMK1003,2020-06-18,2020-10-10,2020-10-20,2020-10-26,USD,10,3,182,7,8,0.1,2458.9,2016.298,19671.2,1967.1200000000001,17704.08
SO - 0007390,Wholesale,WARE-XYS1001,2020-06-18,2020-10-10,2020-10-13,2020-10-14,USD,26,4,12,31,8,0.075,3939.6,2718.324,31516.8,2363.7599999999998,29153.04
SO - 0007391,Online,WARE-MKL1006,2020-06-18,2020-10-10,2020-10-14,2020-10-22,USD,13,46,363,7,1,0.075,1829.1,1280.37,1829.1,137.18249999999998,1691.9175
SO - 0007392,In-Store,WARE-PUJ1005,2020-06-18,2020-10-10,2020-10-29,2020-11-08,USD,8,29,312,15,5,0.4,964.8,742.8960000000001,4824.0,1929.6000000000001,2894.3999999999996
SO - 0007393,Distributor,WARE-PUJ1005,2020-06-18,2020-10-10,2020-10-27,2020-11-01,USD,25,15,286,41,5,0.075,1051.9,704.7730000000001,5259.5,394.4625,4865.0375
SO - 0007394,Online,WARE-NMK1003,2020-06-18,2020-10-10,2020-10-15,2020-10-21,USD,12,27,143,8,2,0.15,207.7,149.544,415.4,62.309999999999995,353.09
SO - 0007395,Distributor,WARE-NMK1003,2020-06-18,2020-10-10,2020-10-29,2020-11-08,USD,21,11,198,36,7,0.05,1085.4,651.24,7597.800000000001,379.8900000000001,7217.910000000001
SO - 0007396,In-Store,WARE-UHY1004,2020-06-18,2020-10-10,2020-10-19,2020-10-24,USD,7,44,216,13,4,0.05,690.1,503.773,2760.4,138.02,2622.38
SO - 0007397,In-Store,WARE-UHY1004,2020-06-18,2020-10-10,2020-10-21,2020-10-28,USD,1,3,234,38,1,0.075,1949.7,1072.335,1949.7,146.2275,1803.4725
SO - 0007398,In-Store,WARE-PUJ1005,2020-06-18,2020-10-10,2020-11-04,2020-11-13,USD,12,29,310,9,7,0.05,241.2,127.836,1688.3999999999999,84.42,1603.9799999999998
SO - 0007399,Distributor,WARE-NMK1003,2020-06-18,2020-10-10,2020-10-28,2020-11-05,USD,24,26,127,24,7,0.15,2499.1,1499.4599999999998,17493.7,2624.055,14869.645
SO - 0007400,In-Store,WARE-MKL1006,2020-06-18,2020-10-10,2020-10-29,2020-11-02,USD,2,2,332,40,6,0.1,3899.4,2612.5980000000004,23396.4,2339.6400000000003,21056.760000000002
SO - 0007401,In-Store,WARE-PUJ1005,2020-06-18,2020-10-10,2020-10-16,2020-10-17,USD,5,28,263,38,2,0.075,1715.2,874.7520000000001,3430.4,257.28,3173.12
SO - 0007402,In-Store,WARE-PUJ1005,2020-06-18,2020-10-11,2020-11-02,2020-11-04,USD,7,11,280,9,6,0.15,2331.6,1095.852,13989.599999999999,2098.4399999999996,11891.16
SO - 0007403,Distributor,WARE-NMK1003,2020-06-18,2020-10-11,2020-11-01,2020-11-02,USD,25,13,138,37,7,0.05,991.6,485.884,6941.2,347.06,6594.139999999999
SO - 0007404,Online,WARE-PUJ1005,2020-06-18,2020-10-11,2020-11-08,2020-11-18,USD,19,4,265,21,3,0.05,5936.2,3561.72,17808.6,890.43,16918.17
SO - 0007405,Online,WARE-PUJ1005,2020-06-18,2020-10-11,2020-11-05,2020-11-15,USD,17,45,299,2,6,0.15,891.1,623.77,5346.6,801.99,4544.610000000001
SO - 0007406,Online,WARE-XYS1001,2020-06-18,2020-10-11,2020-11-05,2020-11-14,USD,17,8,24,33,4,0.05,1708.5,1008.015,6834.0,341.70000000000005,6492.3
SO - 0007407,In-Store,WARE-MKL1006,2020-06-18,2020-10-11,2020-10-13,2020-10-16,USD,5,46,342,40,4,0.05,1889.4,963.594,7557.6,377.88000000000005,7179.72
SO - 0007408,In-Store,WARE-MKL1006,2020-06-18,2020-10-11,2020-11-08,2020-11-17,USD,1,44,341,40,2,0.1,5540.900000000001,2659.632,11081.800000000001,1108.18,9973.62
SO - 0007409,In-Store,WARE-PUJ1005,2020-06-18,2020-10-12,2020-10-25,2020-10-26,USD,2,21,306,20,5,0.05,6003.2,2401.28,30016.0,1500.8000000000002,28515.2
SO - 0007410,Distributor,WARE-NMK1003,2020-06-18,2020-10-12,2020-10-16,2020-10-26,USD,23,1,131,5,1,0.1,864.3000000000001,656.868,864.3000000000001,86.43,777.8700000000001
SO - 0007411,Wholesale,WARE-NMK1003,2020-06-18,2020-10-12,2020-10-17,2020-10-21,USD,27,11,90,14,5,0.05,1092.1,502.3660000000001,5460.5,273.02500000000003,5187.475
SO - 0007412,Online,WARE-UHY1004,2020-06-18,2020-10-13,2020-10-15,2020-10-23,USD,13,30,234,35,8,0.05,2452.2000000000003,1814.628,19617.600000000002,980.8800000000001,18636.72
SO - 0007413,Online,WARE-MKL1006,2020-06-18,2020-10-13,2020-11-10,2020-11-16,USD,14,37,360,8,2,0.15,207.7,176.54500000000002,415.4,62.309999999999995,353.09
SO - 0007414,Online,WARE-NMK1003,2020-06-18,2020-10-13,2020-11-08,2020-11-13,USD,18,43,124,35,2,0.1,5313.1,2815.943,10626.2,1062.6200000000001,9563.58
SO - 0007415,In-Store,WARE-NMK1003,2020-06-18,2020-10-13,2020-10-26,2020-11-05,USD,10,28,111,43,5,0.1,1132.3,826.579,5661.5,566.15,5095.35
SO - 0007416,Distributor,WARE-PUJ1005,2020-06-18,2020-10-13,2020-11-09,2020-11-11,USD,24,15,265,20,3,0.05,3953.0,1699.79,11859.0,592.95,11266.05
SO - 0007417,In-Store,WARE-NBV1002,2020-06-18,2020-10-13,2020-10-17,2020-10-20,USD,1,36,80,36,2,0.05,5440.400000000001,4461.128000000001,10880.800000000001,544.0400000000001,10336.76
SO - 0007418,In-Store,WARE-NMK1003,2020-06-18,2020-10-13,2020-11-04,2020-11-09,USD,6,46,155,13,3,0.05,1011.7,829.5939999999999,3035.1000000000004,151.75500000000002,2883.3450000000003
SO - 0007419,In-Store,WARE-MKL1006,2020-06-18,2020-10-13,2020-10-23,2020-10-30,USD,9,37,336,29,8,0.4,716.9,508.999,5735.2,2294.08,3441.12
SO - 0007420,In-Store,WARE-NMK1003,2020-06-18,2020-10-13,2020-11-06,2020-11-11,USD,7,44,203,34,6,0.2,207.7,153.698,1246.1999999999998,249.23999999999998,996.9599999999998
SO - 0007421,In-Store,WARE-MKL1006,2020-06-18,2020-10-13,2020-10-23,2020-11-01,USD,9,39,357,3,6,0.075,3839.1,2303.46,23034.6,1727.5949999999998,21307.004999999997
SO - 0007422,In-Store,WARE-UHY1004,2020-06-18,2020-10-13,2020-10-15,2020-10-17,USD,5,33,235,9,4,0.075,3383.5,2774.47,13534.0,1015.05,12518.95
SO - 0007423,In-Store,WARE-XYS1001,2020-06-18,2020-10-14,2020-10-27,2020-11-04,USD,5,49,17,34,3,0.15,857.6,445.95200000000006,2572.8,385.92,2186.88
SO - 0007424,Online,WARE-XYS1001,2020-06-18,2020-10-14,2020-10-19,2020-10-23,USD,20,6,16,8,8,0.1,730.3000000000001,496.6040000000001,5842.400000000001,584.2400000000001,5258.160000000001
SO - 0007425,Wholesale,WARE-XYS1001,2020-06-18,2020-10-14,2020-11-07,2020-11-09,USD,28,28,33,33,1,0.075,1902.8,1065.568,1902.8,142.70999999999998,1760.09
SO - 0007426,In-Store,WARE-PUJ1005,2020-06-18,2020-10-14,2020-10-23,2020-11-02,USD,5,1,286,31,4,0.2,2994.9,2455.818,11979.6,2395.92,9583.68
SO - 0007427,In-Store,WARE-NMK1003,2020-06-18,2020-10-14,2020-10-23,2020-10-24,USD,7,47,149,24,8,0.075,3986.5,2072.98,31892.0,2391.9,29500.1
SO - 0007428,In-Store,WARE-PUJ1005,2020-06-18,2020-10-14,2020-10-16,2020-10-24,USD,10,9,327,25,2,0.4,770.5,562.465,1541.0,616.4000000000001,924.5999999999999
SO - 0007429,Online,WARE-XYS1001,2020-06-18,2020-10-15,2020-10-22,2020-10-31,USD,13,34,11,33,2,0.05,3966.4,2974.8,7932.8,396.64000000000004,7536.16
SO - 0007430,Online,WARE-PUJ1005,2020-06-18,2020-10-15,2020-11-02,2020-11-05,USD,18,49,283,29,3,0.075,944.7,651.843,2834.1000000000004,212.55750000000003,2621.5425000000005
SO - 0007431,Distributor,WARE-NMK1003,2020-06-18,2020-10-15,2020-10-20,2020-10-24,USD,21,20,95,44,1,0.15,911.2,537.608,911.2,136.68,774.52
SO - 0007432,Distributor,WARE-XYS1001,2020-06-18,2020-10-15,2020-10-17,2020-10-21,USD,22,9,39,22,3,0.1,2519.2000000000003,1662.6720000000005,7557.6,755.7600000000001,6801.84
SO - 0007433,Distributor,WARE-NMK1003,2020-06-18,2020-10-15,2020-10-18,2020-10-22,USD,25,43,118,19,3,0.05,241.2,154.36800000000002,723.5999999999999,36.18,687.42
SO - 0007434,Online,WARE-NMK1003,2020-06-18,2020-10-15,2020-10-26,2020-10-30,USD,15,10,122,6,4,0.15,1768.8,1238.16,7075.2,1061.28,6013.92
SO - 0007435,Distributor,WARE-NMK1003,2020-06-18,2020-10-15,2020-11-02,2020-11-05,USD,22,39,188,33,1,0.075,1118.9,839.1750000000001,1118.9,83.9175,1034.9825
SO - 0007436,Online,WARE-PUJ1005,2020-06-18,2020-10-15,2020-11-11,2020-11-21,USD,15,6,284,23,3,0.15,1232.8,813.648,3698.3999999999996,554.7599999999999,3143.64
SO - 0007437,Online,WARE-NMK1003,2020-06-18,2020-10-15,2020-10-31,2020-11-07,USD,13,8,100,29,6,0.075,3819.0,2902.44,22914.0,1718.55,21195.45
SO - 0007438,Distributor,WARE-PUJ1005,2020-06-18,2020-10-15,2020-10-26,2020-10-28,USD,24,10,315,43,6,0.05,3919.5,2508.48,23517.0,1175.8500000000001,22341.15
SO - 0007439,Wholesale,WARE-XYS1001,2020-06-18,2020-10-15,2020-10-25,2020-11-01,USD,27,9,17,22,2,0.2,3028.4,1907.892,6056.8,1211.3600000000001,4845.4400000000005
SO - 0007440,Distributor,WARE-XYS1001,2020-06-18,2020-10-15,2020-11-06,2020-11-08,USD,25,48,27,8,1,0.3,227.8,157.182,227.8,68.34,159.46
SO - 0007441,Wholesale,WARE-MKL1006,2020-06-18,2020-10-15,2020-11-07,2020-11-08,USD,27,37,336,43,8,0.05,1882.7,1581.468,15061.6,753.08,14308.52
SO - 0007442,Distributor,WARE-UHY1004,2020-06-18,2020-10-16,2020-10-29,2020-11-07,USD,23,25,207,8,6,0.4,864.3000000000001,363.006,5185.8,2074.32,3111.48
SO - 0007443,Distributor,WARE-NMK1003,2020-06-18,2020-10-16,2020-11-11,2020-11-14,USD,25,29,106,18,1,0.05,2800.6,2380.51,2800.6,140.03,2660.5699999999997
SO - 0007444,In-Store,WARE-NMK1003,2020-06-18,2020-10-16,2020-11-03,2020-11-04,USD,3,5,196,27,7,0.075,1125.6,596.5680000000001,7879.199999999999,590.9399999999999,7288.259999999999
SO - 0007445,Online,WARE-NBV1002,2020-06-18,2020-10-16,2020-10-31,2020-11-05,USD,15,22,79,20,8,0.05,5889.3,4711.4400000000005,47114.4,2355.7200000000003,44758.68
SO - 0007446,Online,WARE-PUJ1005,2020-06-18,2020-10-16,2020-11-04,2020-11-12,USD,18,9,317,33,4,0.05,1045.2,846.6120000000001,4180.8,209.04000000000002,3971.76
SO - 0007447,In-Store,WARE-XYS1001,2020-06-18,2020-10-16,2020-10-23,2020-10-28,USD,3,15,15,42,1,0.075,5071.900000000001,4311.115000000001,5071.900000000001,380.39250000000004,4691.507500000001
SO - 0007448,Online,WARE-UHY1004,2020-06-18,2020-10-16,2020-10-24,2020-10-31,USD,18,48,207,47,4,0.15,2358.4,1815.968,9433.6,1415.04,8018.56
SO - 0007449,Online,WARE-NMK1003,2020-06-18,2020-10-17,2020-11-02,2020-11-05,USD,16,6,190,27,4,0.075,1909.5,801.99,7638.0,572.85,7065.15
SO - 0007450,Online,WARE-XYS1001,2020-06-18,2020-10-17,2020-10-23,2020-10-30,USD,16,33,11,10,3,0.2,884.4,548.328,2653.2,530.64,2122.56
SO - 0007451,In-Store,WARE-UHY1004,2020-06-18,2020-10-17,2020-10-23,2020-11-01,USD,5,32,206,32,7,0.4,944.7,472.35,6612.900000000001,2645.1600000000003,3967.7400000000002
SO - 0007452,Distributor,WARE-NBV1002,2020-06-18,2020-10-17,2020-10-28,2020-11-04,USD,22,44,75,42,8,0.05,3658.2,2487.5760000000005,29265.6,1463.28,27802.32
SO - 0007453,In-Store,WARE-NMK1003,2020-06-18,2020-10-18,2020-11-11,2020-11-18,USD,5,38,96,16,5,0.05,730.3000000000001,452.78600000000006,3651.5000000000005,182.57500000000005,3468.925
SO - 0007454,In-Store,WARE-XYS1001,2020-06-18,2020-10-18,2020-10-24,2020-11-03,USD,2,34,26,42,3,0.1,3852.5,3082.0,11557.5,1155.75,10401.75
SO - 0007455,In-Store,WARE-PUJ1005,2020-06-18,2020-10-18,2020-10-27,2020-11-03,USD,6,45,325,1,1,0.2,1045.2,449.436,1045.2,209.04000000000002,836.1600000000001
SO - 0007456,In-Store,WARE-XYS1001,2020-06-18,2020-10-18,2020-10-31,2020-11-01,USD,11,15,54,3,8,0.075,1896.1,796.3620000000001,15168.8,1137.6599999999999,14031.14
SO - 0007457,Online,WARE-MKL1006,2020-06-18,2020-10-18,2020-10-22,2020-10-27,USD,13,10,337,27,2,0.1,1045.2,637.572,2090.4,209.04000000000002,1881.3600000000001
SO - 0007458,In-Store,WARE-PUJ1005,2020-06-18,2020-10-18,2020-11-04,2020-11-10,USD,4,31,320,11,7,0.3,1112.2,633.954,7785.400000000001,2335.62,5449.780000000001
SO - 0007459,In-Store,WARE-NMK1003,2020-06-18,2020-10-18,2020-11-01,2020-11-10,USD,10,28,152,9,4,0.1,1025.1,717.57,4100.4,410.03999999999996,3690.3599999999997
SO - 0007460,In-Store,WARE-XYS1001,2020-06-18,2020-10-18,2020-10-23,2020-10-26,USD,1,3,5,8,2,0.1,1011.7,556.4350000000001,2023.4,202.34000000000003,1821.06
SO - 0007461,Online,WARE-NBV1002,2020-06-18,2020-10-18,2020-11-06,2020-11-08,USD,14,44,76,30,3,0.15,3892.7,2763.817,11678.099999999999,1751.7149999999997,9926.384999999998
SO - 0007462,In-Store,WARE-UHY1004,2020-06-18,2020-10-18,2020-10-20,2020-10-24,USD,6,48,217,7,4,0.075,2338.3,1823.8740000000005,9353.2,701.49,8651.710000000001
SO - 0007463,Distributor,WARE-PUJ1005,2020-06-18,2020-10-19,2020-11-01,2020-11-02,USD,21,37,270,16,6,0.4,227.8,102.51,1366.8000000000002,546.7200000000001,820.08
SO - 0007464,In-Store,WARE-PUJ1005,2020-06-18,2020-10-19,2020-10-22,2020-10-23,USD,10,8,312,17,5,0.05,1078.7,765.877,5393.5,269.675,5123.825
SO - 0007465,In-Store,WARE-NMK1003,2020-06-18,2020-10-19,2020-11-13,2020-11-23,USD,8,46,200,18,8,0.075,1038.5,747.72,8308.0,623.1,7684.9
SO - 0007466,Wholesale,WARE-NMK1003,2020-06-18,2020-10-19,2020-10-21,2020-10-22,USD,26,4,110,10,5,0.4,3296.4,2340.444,16482.0,6592.8,9889.2
SO - 0007467,Online,WARE-UHY1004,2020-06-18,2020-10-19,2020-11-03,2020-11-11,USD,19,45,259,21,4,0.15,1038.5,425.785,4154.0,623.1,3530.9
SO - 0007468,Online,WARE-MKL1006,2020-06-18,2020-10-19,2020-11-13,2020-11-14,USD,16,27,332,14,1,0.1,2592.9,2100.2490000000003,2592.9,259.29,2333.61
SO - 0007469,Wholesale,WARE-PUJ1005,2020-06-18,2020-10-20,2020-10-30,2020-11-06,USD,26,27,272,8,5,0.2,2425.4,1600.764,12127.0,2425.4,9701.6
SO - 0007470,Online,WARE-PUJ1005,2020-06-18,2020-10-20,2020-10-26,2020-11-04,USD,14,11,319,18,3,0.15,5078.6,4113.666,15235.800000000001,2285.37,12950.43
